"Year","Headline","ConflictTypes","Country","Region","Description","Text","SeverityIndex","ConflictTypeNumeric"
2007,"Workers constructing water pipe attacked; two killed","Casualty","Iraq","Western Asia","A bomb placed along a road kills two workers and wounds five others as they lay water pipes in Tal Afar, Iraq.","Workers constructing water pipe attacked; two killed A bomb placed along a road kills two workers and wounds five others as they lay water pipes in Tal Afar, Iraq.",1,2
2007,"Bloody fight at a water filtering station leaves at least 33 dead","Casualty","Iraq","Western Asia","An attack on a water-filtering station in the Al-Khalis District of Diyala Governorate in Iraq is thwarted by the Iraqi military and other forces, leaving at least 33 of the attackers dead. The number of deaths on the Iraqi side is not reported.","Bloody fight at a water filtering station leaves at least 33 dead An attack on a water-filtering station in the Al-Khalis District of Diyala Governorate in Iraq is thwarted by the Iraqi military and other forces, leaving at least 33 of the attackers dead. The number of deaths on the Iraqi side is not reported.",2,2
2007,"Tigris River polluted after bomb strikes oil pipeline","Casualty","Iraq","Western Asia","The Tigris River is polluted with oil after a bomb strikes a pipeline near Baiji, Iraq. The river supplies drinking water for nearby communities.","Tigris River polluted after bomb strikes oil pipeline The Tigris River is polluted with oil after a bomb strikes a pipeline near Baiji, Iraq. The river supplies drinking water for nearby communities.",1,2
2007,"Israel's sanctions against Gaza cause water shortages","Weapon","Palestine","Western Asia","Israel's sanctions against Gaza cause water shortages and a growing public health risk. In particular, restrictions on fuel, spare parts, and maintenance equipment threaten the functioning of Gaza's already limited water and sanitation system.","Israel's sanctions against Gaza cause water shortages Israel's sanctions against Gaza cause water shortages and a growing public health risk. In particular, restrictions on fuel, spare parts, and maintenance equipment threaten the functioning of Gaza's already limited water and sanitation system.",1,1
2008,"Iraqi water station destroyed","Casualty","Iraq","Western Asia","A water station under construction is destroyed in an attack by an unidentified gunman. Explosives are also placed on the road near the project, injuring one person. The station was going to provide potable water to four villages that were at a distance from the Tigris River, east of Dalouiya.","Iraqi water station destroyed A water station under construction is destroyed in an attack by an unidentified gunman. Explosives are also placed on the road near the project, injuring one person. The station was going to provide potable water to four villages that were at a distance from the Tigris River, east of Dalouiya.",4,2
2008,"Militants blow up a section of a water pipeline","Casualty","Iraq","Western Asia","Militants blow up a section of a water pipeline in Baghdad, Iraq. The explosion tears an 18-inch hole in the pipe that carries drinking water to Baghdad's Adhamiyah, Rusafa, and Karrada districts. No casualties are reported and no group claims responsibility for the attack.","Militants blow up a section of a water pipeline Militants blow up a section of a water pipeline in Baghdad, Iraq. The explosion tears an 18-inch hole in the pipe that carries drinking water to Baghdad's Adhamiyah, Rusafa, and Karrada districts. No casualties are reported and no group claims responsibility for the attack.",2,2
2008,"Water delivery pipelines destroyed in protest over water transfers","Trigger","Yemen","Western Asia","Pipelines are destroyed in Yemen by locals protesting the extraction of water in Abyan for piping to Aden.","Water delivery pipelines destroyed in protest over water transfers Pipelines are destroyed in Yemen by locals protesting the extraction of water in Abyan for piping to Aden.",2,0
2009,"An improvised explosive device attached to a water tanker explodes","Casualty","Iraq","Western Asia","An improvised explosive device attached to a water tanker in the al-Mahawii district of the Babel province explodes, wounding the driver. The blast causes severe damage to the tanker. No one claims responsibility for the attack.","An improvised explosive device attached to a water tanker explodes An improvised explosive device attached to a water tanker in the al-Mahawii district of the Babel province explodes, wounding the driver. The blast causes severe damage to the tanker. No one claims responsibility for the attack.",1,2
2009,"One dead in South Yemen protest over water cuts","Trigger","Yemen","Western Asia","At least one Yemeni is killed and three wounded in clashes with police in Aden in southern Yemen over the cutting off of water.","One dead in South Yemen protest over water cuts At least one Yemeni is killed and three wounded in clashes with police in Aden in southern Yemen over the cutting off of water.",2,0
2010,"Unidentified militants detonate an improvised explosive device targeting a water tanker","Casualty","Iraq","Western Asia","On Thursday, in the town of al-Qaim in Iraq's Anbar province, a driver and two civilians are wounded and a water tanker truck is damaged when unidentified militants detonate an improvised explosive device targeting a water tanker. No group claims responsibility for the attack.","Unidentified militants detonate an improvised explosive device targeting a water tanker On Thursday, in the town of al-Qaim in Iraq's Anbar province, a driver and two civilians are wounded and a water tanker truck is damaged when unidentified militants detonate an improvised explosive device targeting a water tanker. No group claims responsibility for the attack.",2,2
2010,"An improvised explosive device detonates at a potable water plant","Casualty","Iraq","Western Asia","In the Abu Ghurayb neighborhood of Baghdad city, Baghdad province Iraq, two government employees are killed and another is wounded when an improvised explosive device detonates at a potable water plant. The amount of damage from the attack is unknown. No group claims responsibility for the attack.","An improvised explosive device detonates at a potable water plant In the Abu Ghurayb neighborhood of Baghdad city, Baghdad province Iraq, two government employees are killed and another is wounded when an improvised explosive device detonates at a potable water plant. The amount of damage from the attack is unknown. No group claims responsibility for the attack.",2,2
2010,"Israel impedes water supply to new West Bank development","Weapon","Palestine","Western Asia","The construction and completion of a billion-dollar new middle-class Palestinian city of Rawabi in the West Bank is slowed and delayed for years while the Israeli government withholds access to basic water supplies. The delay is due, in part, to a larger dispute over the actions of the Israeli-Palestinian Joint Water Committee. In March 2015, the supply of water to Rawabi is finally approved. However, the supply is only sufficient for the 640 families that currently live there; far less than what will be needed for the 25,000 residents that the city will eventually house.","Israel impedes water supply to new West Bank development The construction and completion of a billion-dollar new middle-class Palestinian city of Rawabi in the West Bank is slowed and delayed for years while the Israeli government withholds access to basic water supplies. The delay is due, in part, to a larger dispute over the actions of the Israeli-Palestinian Joint Water Committee. In March 2015, the supply of water to Rawabi is finally approved. However, the supply is only sufficient for the 640 families that currently live there; far less than what will be needed for the 25,000 residents that the city will eventually house.",5,1
